Site no,PCTID,PCTAssignmentCategory,ElevationInMeters,annualRainfallInMillimeters,annualMeanTemperatureInCelsius
NGUNR009,3379,Primary,1363.54,1124.17,10.8
NGUNR010,3379,Primary,1281.05,1119,10.77
NGUNR011,3379,Primary,1360.86,1190.31,10.29
NGUNR012,3379,Primary,1419.4,1212.15,10.17
NGUNR015,3379,Primary,1363.13,1165.53,10.57
NGUNR017,3379,Primary,1379.18,1198.15,10.24
NGUNR019,3379,Primary,1368.76,1171.58,10.48
NGUNR020,3379,Primary,1379.18,1198.15,10.24
NWBENW26,3379,Primary,1380.38,1262.53,10.25
NWENG007,3379,Primary,1519.83,2073.6,9.71
NWENG008,3379,Primary,1525.14,2047.64,9.89
NWENG009,3379,Primary,1533.71,2024.04,9.74
NWENG011,3379,Primary,1364.9,1729.48,10.35
NWENG012,3379,Primary,1426.45,1796.93,10.24
NWENG027,3379,Primary,1496.81,2001.63,9.82
NWHAN001,3379,Primary,1162.52,1126.34,11.55
HYF01B3U,3379,Primary,1403.51,1713.76,10.35
HYF02B7S,3379,Primary,1322.46,1517.16,10.88
MUM16,3379,Primary,1440.59,1268.98,10.2
MUM20,3379,Primary,1324.39,1185.08,10.63
MUM22,3379,Primary,1322.11,1142.83,10.91
LNE09013,3379,Secondary,1229.29,1200.41,11.36
LNE11025,3379,Secondary,1484.99,1544.86,9.55
NEF6116,3379,Secondary,1456.33,1498.79,9.63
NEF6119,3379,Secondary,1465.89,1485.69,9.72
NGDLB087,3379,Secondary,1404.91,1431.76,10
NGUL10,3379,Secondary,1405.66,1229.25,10.05
NGUL21,3379,Secondary,1402.64,1203.61,10.34
NWBENW28,3379,Secondary,1332.85,1244.82,10.42
LNE11028,3379,Secondary,1514.15,1552.01,9.44
KOSINA09,3380,Primary,1667.84,1415.49,6.08
SWSSCB14,3380,Primary,1622.28,1236.9,6.36
SWSSCB15,3380,Primary,1572.07,1170.01,6.6
SZ22312R,3380,Primary,1694.96,1847.74,5.55
SZ22314M,3380,Primary,1540.9,1697.84,6.22
TAL06,3380,Primary,1351.39,1435.93,7.94
UMC106,3380,Primary,1561.18,1537.94,6.13
UMC114,3380,Primary,1593.56,1632.19,6.06
SWSYKN04,3380,Secondary,1621.44,1222.04,6.32
SZ22311M,3380,Secondary,1643.1,1818.78,5.72
SZ22315M,3380,Secondary,1565.24,1745.84,6.29
ACTG083,3380,Secondary,1669.69,1373.58,5.83
ACTG084,3380,Secondary,1616.74,1187.21,6.7
ACTG101,3380,Secondary,1706.3,1359.69,5.73
ACTG104,3380,Secondary,1729.72,1454.54,5.53
ACTG105,3380,Secondary,1603.81,1178.7,6.68
ACTG167,3380,Secondary,1667.7,1222.99,6.52
ACTUC040,3380,Secondary,1626.77,1242.17,6.41
ACTUC042,3380,Secondary,1717.95,1452.78,5.52
ACTUC046,3380,Secondary,1801.07,1468.33,5.45
ACTUC047,3380,Secondary,1576.67,1290.08,6.26
ACTUC050,3380,Secondary,1774.61,1398.75,5.76
ACTUC053,3380,Secondary,1575.65,1308.47,6.19
ACTUC058,3380,Secondary,1805.95,1646.01,5.08
ACTUC060,3380,Secondary,1824.72,1545.26,5.5
ACTUC061,3380,Secondary,1682.85,1445.94,5.95
ACTUC062,3380,Secondary,1629.61,1374.35,6.26
ACTUC064,3380,Secondary,1629.53,1424.06,6.02
ACTUC069,3380,Secondary,1748.4,1450.83,5.92
ACTUC081,3380,Secondary,1565.17,1250.77,6.86
ACTUC082,3380,Secondary,1555.16,1237.39,6.97
ACTUC099,3380,Secondary,1582.98,1315.47,6.37
ACTUC100,3380,Secondary,1650.94,1441.33,5.81
ACTUC101,3380,Secondary,1682.97,1482.98,5.66
ACTUC102,3380,Secondary,1687.99,1495.87,5.59
ACTUC131,3380,Secondary,1663.75,1411.2,5.91
ACTUC132,3380,Secondary,1680.93,1396,5.98
ACTUC133,3380,Secondary,1827.61,1555.53,5.32
ACTUC134,3380,Secondary,1813.01,1607.67,5.11
ACTUC135,3380,Secondary,1595.7,1288.34,6.46
NSW156,3381,Primary,1633.61,1841.4,5.85
SZ22212M,3381,Primary,1569.3,1904.59,5.83
SZ22213M,3381,Primary,1574.66,1885.35,5.94
SZ22283,3381,Primary,1759.79,1985.48,4.7
SZ22285,3381,Primary,1723.7,1862.27,4.95
SZ22286,3381,Primary,1776.81,2003.13,4.6
SZ22292,3381,Primary,1641.6,1975.53,5.4
SZ222T1M,3381,Primary,1432.09,1701.83,6.72
SZ22303M,3381,Primary,1558.27,1642.17,5.95
SZ22304M,3381,Primary,1825.54,2036.58,4.7
SZ22309R,3381,Primary,1627.14,1961.02,5.65
GEE19,3381,Primary,1844.24,1986.5,4.5
CHI09,3381,Primary,1833.13,2289.62,4.29
CHI17,3381,Primary,1671.3,2056.02,5.19
CHR03G8M,3381,Primary,1591.27,1714.65,5.56
JAG12,3381,Primary,1599.14,1610.43,5.91
SWA01,3381,Primary,1530.78,1865.31,6.42
UMC107,3381,Primary,1652.3,1680.94,5.56
UMC111,3381,Primary,1619.62,1563.23,5.78
UMC112,3381,Primary,1647.66,1505.48,6.01
SZ21125,3381,Secondary,1580.05,1591.62,6.07
SZ22206G,3381,Secondary,1370.57,1541.54,6.63
SZ22207M,3381,Secondary,1418.6,1528.26,6.88
SZ22224M,3381,Secondary,1587.24,1523.23,6.14
SZ22225M,3381,Secondary,1589.04,1522.87,5.95
SZ22226G,3381,Secondary,1557.37,1468.73,6.25
UMC084,3381,Secondary,1479.31,1579.64,6.9
UMC105,3381,Secondary,1626.98,1566.49,5.84
UMC109,3381,Secondary,1648.69,1589.33,5.68
UMC113,3381,Secondary,1611.42,1534.02,6.07
ACTUC103,3381,Secondary,1775.98,1618.34,5.09
ACTUC104,3381,Secondary,1892.96,1703.74,4.75
BRIN12,3382,Primary,1229.08,1156.71,9.05
KOSINA05,3382,Primary,1212.79,962.71,8.52
KOSINU03,3382,Primary,1335.2,995.44,7.91
KOSINU06,3382,Primary,1378.68,1114.37,7.53
KOSINU07,3382,Primary,1358.19,1178.91,7.26
KOSISC01,3382,Primary,1216.41,976.24,8.12
KOSISC02,3382,Primary,1193.06,956.33,8.14
NIMMO_03,3382,Primary,1193.52,951.39,8.17
NIMMO_06,3382,Primary,1263.24,1027.2,7.88
SWSSCB01,3382,Primary,1245.46,876.41,8.83
SWSSCB06,3382,Primary,1307.32,924.14,7.83
SWSSCB08,3382,Primary,1343.52,943.22,7.69
SWSSCB10,3382,Primary,1151.37,849.2,9.11
SWSSCB18,3382,Primary,1196.12,897.96,8.7
SWSSCB19,3382,Primary,1312.61,835.5,8.26
SWSSCB20,3382,Primary,1274.11,933.67,8.06
SWSSCB22,3382,Primary,1426.97,957.48,7.89
SWSYKN01,3382,Primary,1366.37,987.05,7.39
SWSYKN03,3382,Primary,1209.42,810.93,8.71
SWSYKN05,3382,Primary,1279.22,854.81,8.33
SWSYKN08,3382,Primary,1538.77,1204.71,6.38
SWSYKN09,3382,Primary,1362.98,1026.35,7.16
SWSYKS02,3382,Primary,1309.24,883.78,7.6
SWSYKS08,3382,Primary,1305.03,795.62,8.06
SZ22221M,3382,Primary,1173.5,940.82,8.38
SZ22238M,3382,Primary,1231.62,933.49,8.39
UMC062,3382,Primary,1200.47,1034.24,8.18
UMC063,3382,Primary,1214.58,976.19,8.46
UMC064,3382,Primary,1206,1042.13,8.41
UMC068,3382,Primary,1195.57,953.09,8.35
UMC075,3382,Primary,1206.03,1049.93,8.47
UMC079,3382,Primary,1425.56,1090.19,7.34
UMC087,3382,Primary,1249.11,971.45,8.25
UMC099,3382,Primary,1272.86,994.27,8.13
UMC184,3382,Primary,1183.59,875.62,9.06
UMCPG07,3382,Primary,1251.63,968.38,8.28
KOSINU04,3382,Secondary,1278.31,1060.11,8.17
KOSINU05,3382,Secondary,1402.51,1151.87,7.35
NIMMO_02,3382,Secondary,1413.11,1221.87,6.97
SWSSCB17,3382,Secondary,1221.75,801.38,8.7
SN2_1220,3382,Secondary,1363.41,1202.79,7.59
SN2_133,3382,Secondary,1455.42,1376.47,6.89
SN2_219,3382,Secondary,1305.4,1123.95,7.8
SN2_2220,3382,Secondary,1370.15,1215.38,7.53
ACTG047,3382,Secondary,1128.99,769.56,9.57
ACTG049,3382,Secondary,1335.34,856.79,7.81
ACTG050,3382,Secondary,1414.63,936.38,7.44
ACTG051,3382,Secondary,1179.1,768.6,8.9
ACTG076,3382,Secondary,1370.55,857.65,7.91
ACTG114,3382,Secondary,1340.21,816.92,8.08
ACTG117,3382,Secondary,1166.79,1003.03,9.25
ACTG124,3382,Secondary,1403.42,930.1,7.65
ACTG132,3382,Secondary,1447.73,981.22,7.37
ACTG135,3382,Secondary,1325.42,766.25,8.18
ACTG138,3382,Secondary,1270.67,741.42,8.28
ACTG140,3382,Secondary,1399.53,1114.1,7.72
ACTG142,3382,Secondary,1395.2,962.84,7.49
ACTG144,3382,Secondary,1397.25,887.68,7.82
ACTG145,3382,Secondary,1286.28,824.79,8.18
ACTG151,3382,Secondary,1339.72,966.72,7.49
ACTG158,3382,Secondary,1332.79,814.78,8.22
ACTG160,3382,Secondary,1470.51,987.11,7.03
ACTG180,3382,Secondary,1413.61,1068.22,7.49
ACTTID20,3382,Secondary,1231,1149.65,8.9
ACTTID21,3382,Secondary,1244.06,1136.23,8.59
ACTTID27,3382,Secondary,1304.02,1132.88,8.56
ACTUC002,3382,Secondary,1164.26,1013.84,9.4
ACTUC005,3382,Secondary,1119.01,953.61,9.55
ACTUC009,3382,Secondary,1146.84,985.14,9.33
ACTUC010,3382,Secondary,1092.05,980,9.59
ACTUC018,3382,Secondary,1109.07,991.96,9.48
ACTUC026,3382,Secondary,1331.91,1064.5,8.08
ACTUC028,3382,Secondary,1335.5,1055.08,8.19
ACTUC034,3382,Secondary,1069.99,971.57,9.54
ACTUC035,3382,Secondary,1239.24,1030.92,8.3
ACTUC072,3382,Secondary,1172.04,952.88,9.04
ACTUC076,3382,Secondary,1212.08,971.46,8.74
ACTUC098,3382,Secondary,1577.94,1336.42,6.31
ACTUC112,3382,Secondary,1423.26,1164.32,7.2
ACTUC118,3382,Secondary,1060.89,1027.42,9.05
ACTUC124,3382,Secondary,1414.68,1152.62,6.95
ACTUC125,3382,Secondary,1554.66,1113.26,7.17
ACTUC127,3382,Secondary,1526.66,1172.69,6.81
ACTWD007,3382,Secondary,1303.22,1111.56,8.56
ACTWD048,3382,Secondary,1222.11,1066.19,8.53
ACTWD084,3382,Secondary,1177.21,1022.15,9.31
ACTWD093,3382,Secondary,1381.25,1104.01,7.96
ACTWD094,3382,Secondary,1353.84,1095.16,8.07
ACTWD105,3382,Secondary,1389.5,1113.13,7.76
ACTWD113,3382,Secondary,1318.46,1058.95,8.17
ACTWD115,3382,Secondary,1233.13,1088.81,8.81
CHARC01,3383,Primary,1114.82,984.86,8.33
CHARC02,3383,Primary,1252.16,1240.65,7.55
